id_director,"name","bio_es","bio_en",published,"filepic1","created_ts","updated_ts"
505,"Eduardo Williams"," Nació en Buenos Aires en 1987. Estudió dirección en la Universidad del Cine y, antes de graduarse, realizó el corto Arrepentirse (2006). Su cortometraje Tan atentos (Bafici ’11) ganó el premio especial del Bafici en el 9° Festival Internacional de Escuelas de Cine.
","He was born in Buenos Aires in 1987. He studied filmmaking at Universidad del Cine and directed the short film Arrepentirse (2006) before graduating. His short Tan atentos (Bafici ‘11) won Bafici’s Special Award at the 9th International Film Schools Festival.",1,"eduardo_williams_1.jpg","2012-03-13 14:54:42","2012-03-13 14:54:42"
506,"Hendrik Mijers","Nació en 1980 en Las Palmas de Gran Canaria, España, y desde 1992 vive en Buenos Aires. Estudió cine en el CIC y trabajó como asistente de producción y segundo de cámara en films como Una semana solos y La carrera del animal.
","He was born in 1980 in Las Palmas, Spain, and lives in Buenos Aires since 1992. He studied Film at the CIC and worked as a production assistant and second cameraman in films like A Week Alone and La carrera del animal.",1,"hendrik_mijers_1.jpg","2012-03-13 14:55:31","2012-03-13 14:55:31"
507,"Luna Paiva ","Es fotógrafa y licenciada en historia del arte y arqueología. Realizó posgrados de cine en la NYU y en la UTDT. Dirigió el corto Paraguay. ","Luna Paiva is a photographer who majored in Art History and Archaeology. She did a post-graduate in Filmmaking at the NYU and UTDT. She directed the short Paraguay.",1,"luna_paiva_1.jpg","2012-03-13 14:57:38","2012-03-13 14:57:38"
508,"Agostina Gálvez ","Estudió bellas artes en el IUNA y dirección de la Universidad del Cine. Dirigió cortos como Cómo explicarle a las lilas (2009) y Las chicas conejo (2010).","Agostina Gálvez studied Fine Arts at the IUNA and Filmmaking at Universidad del Cine. She directed shorts such as Cómo explicarle a las lilas (2009) and Las chicas conejo (2010).
",1,"agostina_galvez_1.jpg","2012-03-13 14:58:36","2012-03-13 14:58:36"
509,"Stéphane Robelin","Tras comenzar escribiendo y dirigiendo cortometrajes en la década del ‘90, se dedicó a la realización de documentales, como Le Curé de la Sorbone (2000) y Sortir de l’Apartheid (2002) para la televisión nacional francesa, France 2. En 2004 dirigió su primer largometraje, Real Movie.","He started writing and directing short films in the 90’s, and later made documentaries such as Le Curé de la Sorbone (2000) and Sortir de l’Apartheid (2002) for French national TV France 2. In 2004 he directed his first feature Real Movie.",1,"stephane_robelin_1.jpg","2012-03-13 14:59:00","2012-03-13 14:59:00"
510,"Florencia Aliberti","Nacida en Buenos Aires en 1986, estudió cine en el Cievyc y actualmente estudia filosofía en la Universidad de Barcelona. Participa en el colectivo Connectats, en el área de realización y montaje. Algunos de sus trabajos son Prostética I y Nus de la Trinitat (ambos de 2011), y Frames (2012).
","Born in Buenos Aires in 1986, she studied Film at Cievyc and is currently studying Philosphy at the University of Barcelona. She’s a member of Connectats, working in filmmaking and editing. Prostética I and Nus de la Trinitat (both in 2011), and Frames (2012) are some of his works.",1,"florencia_aliberti_1.jpg","2012-03-13 14:59:55","2012-03-13 14:59:55"
511,"Paola Buontempo","Nacida en 1985, se graduó en comunicación audiovisual en la UNLP. Dirigió el corto Las instancias del vértigo (2010) y los documentales colectivos El paisaje partido (2010) y Los hombres dibujan la sombra (2011).
","Born in 1985, she majored in Audiovisual Communication at the UNLP. She directed the short Las instancias del vértigo (2010) and the collective documentaries El paisaje partido (2010) and Los hombres dibujan la sombra (2011).",1,"paola_buontempo_1.jpg","2012-03-13 15:01:45","2012-03-26 21:48:44"
512,"Alejandro Gallo Bermúdez","Nacido en Argentina en 1978, se graduó en Diseño de Imagen y Sonido en la UBA. Trabajó como guionista para televisión y dirigió numerosos cortometrajes, como Sacarse las medias con el dedo gordo del pie (2008), ganador de 8 premios en distintos festivales.
","Born in Argentina in 1978, he majored in Image and Sound Design at UBA. He worked as a TV screenwriter and directed several short films, like Sacarse las medias con el dedo gordo del pie (2008), which won 8 awards in different festivals.",1,"alejandro_gallo_bermudez_1.jpg","2012-03-13 15:02:24","2012-03-13 15:02:24"
513,"Carlos Osuna","Nacido en Bogotá, Colombia, en 1980, se graduó en artes visuales en la Universidad Javeriana. Poco después fue seleccionado para el Talent Campus de la Berlinale por su cortometraje Loop análogo (2004). En 2008, el Festival de Cine Latinoamericano de Toulouse presentó una retrospectiva de su obra. Actualmente desarrolla su próximo documental, Dar vida a la vida.
","Born in Bogotá, Colombia, in 1980, he graduated in Visual Arts at the Xavierian University. Soon after that, he was selected for the Berlinale Talent Campus for his short film Loop análogo (2004). In 2008 the Toulouse Latin American Film Festival held a retrospective of his work. He’s currently developing his next documentary Dar vida a la vida.",1,"carlos_osuna_1.jpg","2012-03-13 15:02:36","2012-03-13 15:02:36"
514,"Paola Michaels","Nacida en Bogotá, Colombia, se dedica a la fotografía, el arte digital y el video. Realizó los videos animados Mundo perdido (2007), Plancton (2008) y Atte. (2009), y las piezas experimentales Viewmaster (2010) y Chat de lágrimas (2011), entre otros trabajos.
","Born in Bogotá, Colombia, she works in photography, digital art and video. She directed the animated videos Mundo perdido (2007), Plancton (2008) and Atte. (2009), as well as the experimental pieces Viewmaster (2010) and Chat de lágrimas (2011), among other works.",1,"paola_michaels_1.jpg","2012-03-13 15:03:32","2012-03-13 15:03:32"
515,"Natalia Luz Ardissone","Nacida en Buenos Aires en 1985, estudió diseño de imagen y sonido en la UBA. Dirigió videodanzas y cortos, y trabajó como editora. 
","Born in Buenos Aires in 1985, she studied Image and Sound Design at the UBA. She directed dance videos and short films, and also worked as a film editor. ",1,"natalia_luz_ardissone_1.jpg","2012-03-13 15:04:18","2012-03-21 16:52:42"
516,"Jimena Cantero","Nació en Paraná, provincia de Entre Ríos, en 1982. Estudió comunicación social en la UNER y diseño de imagen y sonido en la UBA. 
","She was born in Paraná, in the Entre Ríos province, in 1982. She studied Social Communication at the UNER and Image and Sound Design at the UBA. ",1,"jimena_cantero_1.jpg","2012-03-13 15:05:19","2012-03-21 16:53:14"
517,"Sophia Takal","Graduada en Estudios de Cine en la Universidad de Columbia, también estudió actuación e improvisación en el Conservatorio Stella Adler y con The Upright Citizens Brigade. Produjo, editó y protagonizó Gabi on the Roof in July (Lawrence M. Levine; Bafici ‘11). Green es su debut como realizadora.","Majores in Film Studies at the University of Columbia, she also studied acting and improvisation at the Stella Adler Conservatory and with The Upright Citizens Brigade. She produced, edited and starred in Gabi on the Roof in July (Lawrence M. Levine; Bafici ‘11). Green is her directorial debut.",1,"sophia_takal_1.jpg","2012-03-13 15:06:02","2012-03-13 15:06:02"
518,"Nelson Carlo De Los Santos Arias","Nacido en República Dominicana, se graduó como publicista en la Universidad Iberoamericana. Estudió cine en Argentina y Escocia, y dirigió los films Drifting Without Water (2007), She Said He Walks, He Said She Walks (2009) y Should We Go Home? (2010).
","Born in Dominican Republic, he majored in Advertising at the Ibero-American University. He studied Filmmaking in Argentina and Scotland, and directed the films Drifting Without Water (2007), She Said He Walks, He Said She Walks (2009) and Should We Go Home? (2010).",1,"nelson_carlo_de_los_santos_arias_1.jpg","2012-03-13 15:06:49","2012-03-13 15:06:49"
519,"Belén Blanco","Nacida en Casbas, provincia de Buenos Aires, en 1977, trabajó como actriz en cine, teatro y televisión. Dirigió los cortos Nadie (2007), Germen (2008; Bafici ‘09), Imagen (2009), Esa soy yo (2009; Bafici ‘10) y Untiteled5 (Bafici ‘11).
","Born in Casbas, in the Buenos Aires province, in 1977, she worked as an actress in film, theater and TV. She made the short films Nadie (2007), Germen (2008; Bafici ‘09), Imagen (2009), Esa soy yo (2009; Bafici ‘10) and Untiteled5 (Bafici ‘11).",1,"belen_blanco_1.jpg","2012-03-13 15:07:54","2012-03-13 15:07:54"
520,"Marcos Banina","Nació en Montevideo, Uruguay, en 1986, se graduó en la Escuela de Cine del Uruguay. Es fotógrafo, y en 2010 fundó el colectivo de cine Iulelé Toma Uno. Dirigió la videodanza Las playas de Arlette, seleccionada para representar al FIVU 2011 en su tour mundial.
","He was born in Montevideo, Uruguay, in 1986, and graduated from Escuela de Cine in Uruguay. He’s a photographer, and in 2010 he founded the film group Iulelé Toma Uno. He directed the videodance piece Las playas de Arlette, selected to represent FIVU 2011 on its world tour.",1,"marcos_banina_1.jpg","2012-03-13 15:08:41","2012-03-13 15:08:41"
521,"Martín Mainoli","Nació en la provincia de Salta en 1973. Se graduó como director de cine y TV en el Cievyc, y trabajó como montajista. Muchos de sus trabajos se exhibieron en el Foco Cortometrajistas del Bafici ’07. Mi vida... Feliz Bicentenario se proyectó en el Bafici ’11.
","He was born in the province of Salta in 1973. He majored in Film and TV Direction at the Cievyc, and worked as a film editor. Many of his works were screened at the Short Film Directors Focus in Bafici ‘07. Mi vida... Feliz Bicentenario was screened in Bafici ‘11.",1,"martin_mainoli_1.jpg","2012-03-13 15:09:16","2012-03-13 15:09:16"
522,"Gabino Calonico","Nació en Buenos Aires en 1975. Comenzó haciendo animaciones para internet, trabajó en Mercano el marciano (2001) y, desde hace 4 años, en el estudio Gazz.
","He was born in Buenos Aires in 1975. He started doing animations for the internet and later worked in Mercano el marciano (2001). Four years ago, he started working at the Gazz studio.
",1,"gabino_calonico_1.jpg","2012-03-13 15:10:42","2012-03-13 15:10:42"
523,"Maiko Endo","Nacida en Japón, en el 2000 se mudó de Tokio a Nueva York. Desde entonces ha tocado el violín en diversas bandas y orquestas, además de componer y grabar música para bandas de sonido de películas y exhibiciones de arte. Kuichisan es su primer largometraje como directora.
","Born in Japan, she moved from Tokyo to New York in 2000. Since then, she has played the violin for several bands and orchestras, and composed and recorded music for film and art exhibit soundtracks. Kuichisan is her first feature film.",1,"maiko_endo_1.jpg","2012-03-13 15:10:49","2012-03-13 15:10:49"
524,"Antonio Balseiro","Nacido en Bariloche, provincia de Río Negro, en 1976, estudió cine y es el cofundador del estudio de animación Gazz.
","Born in Bariloche, in the Río Negro province in 1976, he studied Film and is the co-founder of the animation studio Gazz.",1,"antonio_balseiro_1.jpg","2012-03-13 15:11:33","2012-03-13 15:11:33"
525,"Gastón Margolin","Nació en Buenos Aires en 1987. Estudió en la Universidad del Cine y dirigió los cortos Estocada (2009; Bafici ’10) y La fiesta de casamiento (con Morgenfeld; ganador del Bafici ’11).
","He was born in Buenos Aires in 1987. He studied at Universidad del Cine and directed the short films Estocada (2009; Bafici ’10) and La fiesta de casamiento (winner of Bafici ’11) together with Morgenfeld.
",1,"gaston_margolin_1.jpg","2012-03-13 15:12:35","2012-03-13 15:12:35"
526,"Martín Morgenfeld","Nació en Buenos Aires en 1987. Estudió cine y dramaturgia, y dirigió los cortometrajes Aire solo sería (Bafici ’10) y La fiesta de casamiento (con Margolin; ganador del Bafici ’11).
","He was born in Buenos Aires in 1987. He studied Film and Drama and directed the short films Aire solo sería (Bafici ‘10) and La fiesta de casamiento (winner in Bafici ‘11) together with Margolin.",1,"martin_morgenfeld_1.jpg","2012-03-13 15:13:12","2012-03-13 15:13:12"
527,"Pablo Penchansky","Nacido en 1989, se graduó en diseño de imagen y sonido en la UBA. Trabajó como ilustrador y diseñador 3D para cine y publicidad. Como artista audiovisual, obtuvo el premio ArteBA-Petrobras 2010 por Cosmos.
","Born in 1989, he majored in Image and Sound Design at the UBA. He worked as an illustrator and 3D designer for film and advertising. As a visual artist he received the 2010 ArteBA-Petrobras award for Cosmos.",1,"pablo_penchansky_1.jpg","2012-03-13 15:14:03","2012-03-13 15:14:03"
528,"Fellipe Gamarano Barbosa","Nació en Río de Janeiro, Brasil, y realizó una maestría en dirección en la Universidad Columbia de Nueva York. Dirigió, entre otros, los cortometrajes La muerte es pequeña, Salt Kiss (ambos 2006) y Casa grande (2008), seleccionados para festivales tales como el de Sundance, Clermont-Ferrand y Nueva York.
","He was born in Rio de Janeiro, Brazil, and has an MA in Filmmaking at Columbia University in New York. He directed, among others, the shorts La muerte es pequeña, Salt Kiss (both in 2006) and Casa grande (2008), which were screened in festivals such as Sundance, Clermont-Ferrand and NewYork.",1,"fellipe_gamarano_barbosa_1.jpg","2012-03-13 15:14:25","2012-03-13 15:14:25"
529,"Rosario Cervio","Nacida en Buenos Aires en 1985, estudió filosofía, historia y cine. Su primer cortometraje, Guernica, participó en la competencia del Bafici ‘10. Fue asistente de dirección en El recuento de los daños (2009), Guillermina P. (2010) y Cassandra (2011; exhibida en este Festival), todas de Inés de Oliveira Cézar.
","Born in Buenos Aires in 1985, she studied Philosophy, History, and Film. Her first short film, Guernica, participated in the Bafici ‘10 competition. She was an assistant director in The Recount of the Damages (2009), Guillermina P. (2010) and Cassandra (2011; screened in this Festival), all by Inés de Oliveira Cézar.",1,"rosario_cervio_1.jpg","2012-03-13 15:14:53","2012-03-13 15:14:53"
530,"Nicolás Torchinsky","Nacido en Buenos Aires en 1984, egresó de la Universidad del Cine. Fue director de sonido y asistente de dirección en numerosos films. Dirigió el largo experimental Arena (2006) y actualmente prepara El recuerdo de los muertos.
","Born in Buenos Aires in 1984, he graduated from Universidad del Cine. He worked as sound director and assistant director in several films. He directed the experimental film Arena (2006) and is currently producing El recuerdo de los muertos.",1,"nicolas_torchinsky_1.jpg","2012-03-13 15:16:02","2012-03-13 15:16:02"
531,"Sebastián Schjaer","Nacido en Buenos Aires en 1988, estudió dirección cinematográfica en la Universidad del Cine. Fue el editor del cortometraje La fiesta de casamiento, premiado en el Bafici ‘11.
","Born in Buenos Aires in 1988, he studied Filmmaking at Universidad del Cine. He edited the short film La fiesta de casamiento, awarded at Bafici ‘11.",1,"sebastian_schjaer_1.jpg","2012-03-13 15:16:51","2012-03-13 15:16:51"
532,"Gilitte Pik Chi Leung","Nacida en Hong Kong en 1980, se graduó como diseñadora de moda en el Instituto de Educación Vocacional. Ha dirigido el mediometraje Groundwalk (2005) y dos cortometrajes, I Want to Make a Movie (2009) y Nameless (2011), este último parte del proyecto colectivo Love More Hong Kong.
","Born in Hong Kong in 1980, she majored in Fashion Design at the Institute for Vocational Education. She directed the medium length film Groundwalk (2005) as well as two short films, I Want to Make a Movie (2009) and Nameless (2011), which was part of the collective project Love More Hong Kong.",1,"gilitte_pik_chi_leung_1.jpg","2012-03-13 15:17:10","2012-03-13 15:17:10"
533,"Matías Guillermo Morelli","Nacido en 1971 en San Isidro, provincia de Buenos Aires, es artista plástico e ilustrador. Fue continuista en el corto Más quel mundo (segundo premio en Bafici ‘04) y dirigió Al mar lo que es del mar (Bafici ‘11).
","Born in 1971 in San Isidro, in the province of Buenos Aires, he’s an artist and illustrator. He was a script supervisor for the short Más quel mundo (second place in Bafici ‘04) and directed Al mar lo que es del mar (Bafici ‘11).",1,"matias_guillermo_morelli_1.jpg","2012-03-13 15:18:07","2012-03-13 15:18:07"
534,"Leandro Suliá Leiton","Cinéfilo, guionista y director independiente, cursa el segundo año en la Escuela Regional Cuyo de Cine y Video, en Mendoza. Se ha desempeñado como asistente de dirección en otros cortometrajes. La tesis es su primer cortometaje.
","A cinephile, scriptwriter and independent filmmaker, he’s a sophomore at the Cuyo Regional School of Film and Video in Mendoza. He has worked as an assistant director for other short films. La tesis is his first film.",1,"leandro_sulia_leiton_1.jpg","2012-03-13 15:18:59","2012-03-19 14:58:24"
535,"Markus Schleinzer","Nacido en Viena, Austria, en 1971, trabajó como director de casting entre 1994 y 2010. Durante esos años, participó en más de sesenta largometrajes, entre ellos Lovely Rita, Hotel y Lourdes de Jessica Hausner, Dog Days de Ulrich Seidl y La pianista, El tiempo del lobo y La cinta blanca de Michael Haneke. Michael es su primer largometraje como director.","Born in Vienna, Austria, in 1971, he worked as a casting director between 1994 and 2010. During those years, he participated in more than sixty film including Jessica Hausner’s Lovely Rita, Hotel and Lourdes, Ulrich Seidl’s Dog Days and Michael Haneke’s The Piano Teacher, Time of the Wolf and The White Ribbon. Michael is his directorial debut.",1,"markus_schleinzer_1.jpg","2012-03-13 15:20:27","2012-03-13 15:20:27"
536,"Milagros Mumenthaler","Nació en Argentina en 1977 y creció en Suiza. Años más tarde regresó a Buenos Aires para estudiar en la Universidad del Cine. Dirigió cuatro cortometrajes, entre ellos El patio (Mejor Corto en el Bafici ’04). Abrir puertas y ventanas, su primer largometraje, obtuvo el Leopardo de Oro a la mejor película en el Festival de Locarno 2011.","She was born in Argentina in 1977 and grew up in Switzerland. After some years, she returned to Buenos Aires to study at the Universidad del Cine. She has directed four short films, including <i>El patio </i>(Best Short at BAFICI ’04). <i>Back to Stay</i>, her first feature film, received the Golden Leopard for best film at Locarno 2011.",1,"milagros_mumenthaler_1.jpg","2012-03-13 15:22:15","2012-03-21 13:04:48"
546,"Alberto Morais","Nació en Valladolid, España, en 1976. Estudió bellas artes en la Universidad Politécnica de Valencia; más tarde se especializó en cine y, en la Escuela Luis García Berlanga, en guión. Su primer largometraje es el documental Un lugar en el cine (2007; Bafici ‘08).
","He was born in Valladolid, Spain, in 1976. He studied Fine Arts at the Politechnic University of Valencia, and later specialized in Filmmaking, and Scriptwriting at the Luis García Berlanga School. The documentary Un lugar en el cine (2007; Bafici ‘08) is his first film.",1,"alberto_morais_1.jpg","2012-03-13 15:25:27","2012-03-13 15:25:27"
547,"Stefan  Butzmühlen ","Nacido en 1982 en Pegnitz bei Nürnberg, Alemania, se graduó como actor en el Conservatorio de Viena y, desde el 2007, estudia dirección en el HFF Konrad Wolf de Potsdam. Dirigió los cortos Stadt Land Fluss (2006) y Nach Klara (2010).
","Born in 1982 in Pegnitz bei Nürnberg, Germany, he graduated in Acting at the Vienna Conservatory, and since 2007 he studies Direction at the Potsdam HFF Konrad Wolf. He directed the shorts Stadt Land Fluss (2006) and Nach Klara (2010).",1,"stefan_butzmFChlen_1.jpg","2012-03-13 15:26:38","2012-03-13 15:26:38"
548,"Cristina  Diz","Nacida en Barcelona, España, en 1983, estudió comunicación audiovisual en esa ciudad y en Berlín. Luego realizó cursos en la Academia Franco-Alemana de Cine. Sleepless Knights es su debut en la ficción luego del documental Ich bin Alleine nach Berlin Gefahren. Wie soll ich mich nennen? (2011).
","Born in Barcelona, Spain, in 1983, she studied Audiovisual Communication there and in Berlin. She later studied at the French-German Film Academy. Sleepless Knights is her fiction debut after the documentary Ich bin Alleine nach Berlin Gefahren. Wie soll ich mich nennen? (2011).
",1,"cristina_diz_1.jpg","2012-03-13 15:27:15","2012-03-13 15:27:15"
549,"Gustavo  Fontán","Director de cine y teatro nacido en Buenos Aires en 1960. Estudió Letras en la UBA. Dirigió los cortometrajes Luz de otoño (1992) y Canto de cisne (1994), los mediometrajes Ritos de paso (1997) y Marechal o la batalla de los ángeles (2002), y los largometrajes El árbol (Bafici, 06),  La orilla que se abisma (Bafici ‘08) y La madre (Bafici ‘09), entre otros.
","Born in 1960 in Buenos Aires, he’s a film and theater director. He studied Literature at the UBA. He directed the shorts Luz de otoño (1992) and Canto de cisne (1994), the medium length films Ritos de paso (1997) and Marechal o la batalla de los ángeles (2002), and the full length films El árbol (Bafici, 06), La orilla que se abisma (Bafici ‘08) and The Mother (Bafici ‘09), among others.",1,"gustavo_fontan_1.jpg","2012-03-13 15:28:03","2012-03-19 14:52:42"
550,"Claudia Priscilla","Nació en San Pablo, Brasil, en 1972. Luego de dirigir cortos como Sexo e claustro (2005) y Phedra (2008), realizó su primer largometraje documental, Leite e ferro (2010). Escribió, entre otros, el guión de 33 (2002; Kiko Goifman).
","She was born in Sao Paulo, Brazil, in 1972. After directing short films like Sexo e claustro (2005) and Phedra (2008), she made her first documentary feature, Leite e ferro (2010). She wrote, among others, the script for 33 (2002; Kiko Goifman).",1,"claudia_priscilla_1.jpg","2012-03-13 15:28:52","2012-03-13 15:28:52"
551,"Ivo  Aichenbaum","Creció en Río Gallegos, provincia de Santa Cruz, y egresó de la carrera de Diseño de Imagen y Sonido en la Universidad de Buenos Aires. Desde 2008 expone sus fotos y videos, además de trabajar y colaborar en proyectos de teatro, documental y artes visuales en Santa Cruz y Buenos Aires.
","He grew up in Río Gallegos, in the Santa Cruz province, and graduated from the Image and Sound Design program at the University of Buenos Aires. Since 2008 he exhibits his photos and videos, and also works and contributes to documentaries, plays, and visual arts projects in Santa Cruz and Buenos Aires.",1,"ivo_aichenbaum_1.jpg","2012-03-13 15:29:00","2012-03-13 15:29:00"
552,"Kiko Goifman","Nació en Belo Horizonte, Brasil, en 1968. Estudió antropología en la Universidad de Minas Gerais y realizó un master en multimedia en la Universidad de Campinas. Dirigió, entre otros, Atos dos homens (2006), Handerson e as horas (2007) y Filmefobia (2008), todos exhibidos en el Bafici.
","He was born in Belo Horizonte, Brazil, in 1968. He studied Anthropology at the Minas Gerais University and did a Master in Multimedia at the University of Campinas. He directed, among others the films Atos dos homens (2006), Handerson e as horas (2007) and Filmefobia (2008), all of them screened at Bafici.
",1,"kiko_goifman_1.jpg","2012-03-13 15:29:26","2012-03-13 15:29:26"
553,"Martín Boulocq","Nació en 1980 en Cochabamba, Bolivia. Abandonó sus estudios de filosofía y comunicación social para escribir y dirigir su primer largometraje, Lo más bonito y Mis mejores años (2005, Bafici ´06), premiado en los festivales de Guadalajara, La Habana y Valdivia. Luego fundó la compañía CQ Films, con la que produjo su segunda película, Rojo, amarillo y verde (2009) y actualmente prepara Red Blues.
","He was born in 1980 in Cochabamba, Bolivia. He dropped out of his Philosophy and Social Communication studies in order to write and direct his first feature Lo más bonito y mis mejores años (2005, Bafici ´06), awarded at the Guadalajara, Havana, and Valdivia film festivals. He later founded the company CQ Films, with which he produced his second film Rojo, amarillo y verde (2009) and is currently preparing Red Blues.",1,"martin_boulocq_1.jpg","2012-03-13 15:29:52","2012-03-19 14:50:52"
554,"Denis  Côté","Nacido en 1973 en New Brunswick, Canadá, estudió cine en el Ahuntsic College de Montreal. Se desempeñó como periodista y realizó los largometrajes Les États nordiques (2005; Bafici ‘06), Nos vies privées (2007; Bafici ‘08), Elle veut le chaos (2008; Bafici ‘09), Carcasses (2009; Bafici ‘10) y Curling (2010; Bafici ‘11).
","Born in 1973 in New Brunswick, Canada, he studied Film at the Ahuntsic College in Montreal. He worked as a journalist and directed the films Drifting States (2005; Bafici ‘06), Our Private Lives (2007; Bafici ‘08), All That She Wants (2008; Bafici ‘09), Carcasses (2009; Bafici ‘10) and Curling (2010; Bafici ‘11).
",1,"denis_cote_1.jpg","2012-03-13 15:30:51","2012-03-13 15:30:51"
555,"Lewis Klahr","Nacido en 1956 en Nueva York, EEUU, desde 1977 ha realizado numerosos cortos experimentales y de animación. Algunos de ellos son Her Fragant Emulsion (1987), Altair (1994), Pony Glass (1998), Failed Cardigan Maneuver (1999), Daylight Moon (2002), Two Minutes to Zero (2004) y Wednesday Morning Two A.M. (2009). The Pettifogger es su primer largometraje.","Born in 1956 in New York, USA, since 1977 he directed several experimental and animated short films. Some of them are Her Fragant Emulsion (1987), Altair (1994), Pony Glass (1998), Failed Cardigan Maneuver (1999), Daylight Moon (2002), Two Minutes to Zero (2004) and Wednesday Morning Two A.M. (2009). The Pettifogger is his first feature.",1,"lewis_klahr_1.jpg","2012-03-13 15:32:53","2012-03-13 15:32:53"
556,"Dominga  Sotomayor","Nació en Santiago de Chile en 1985, estudió ciencias sociales y se graduó como directora audiovisual en la Universidad Católica de Chile. Fundadora de la compañía productora Cinestación, dirigió los cortos Cessna (2005), Noviembre, Debajo (ambos de 2007), La montaña (2008) y Videojuego (2009). Actualmente trabaja en su segundo largometraje, Demasiado tarde para morir joven.
","Born in Santiago de Chile in 1985, she studied Social Sciences and majored in Filmmaking at the Catholic University in Chile. Founder of the production company Cinestación, she directed the short films Cessna (2005), Noviembre, Debajo (both in 2007), La montaña (2008) and Videojuego (2009). She is currently working in her second feature, Demasiado tarde para morir joven.",1,"dominga_sotomayor_1.jpg","2012-03-13 15:33:42","2012-03-18 00:07:36"
557,"Rania  Attieh ","Nacida en Trípoli, Líbano, estudió arte en el City College de Nueva York. Junto a Garcia han colaborado en numerosos videos musicales y cortometrajes como From the Parapet (2005), Almost Brooklyn (2008) y Tripoli, Quiet (2009).
","Born in Tripoli, Lebanon, she studied Art at the New York City College. Together with Garcia they have contributed to many music videos and short films such as From the Parapet (2005), Almost Brooklyn (2008) and Tripoli, Quiet (2009).",1,"rania_attieh_1.jpg","2012-03-13 15:35:00","2012-03-13 15:35:00"
558,"Edwin","Nacido en Surabaya, Indonesia, en 1980, estudió diseño gráfico en la Universidad Kristen Petra de esa ciudad y cine en el Instituto de Arte de Yakarta. Dirigió, entre otros, los cortometrajes Hulahoop Soundings y Trip to the Wound (ambos de 2008), el documental Songs from Our Sunny Homeland (2006) y el largometraje Blind Pig Who Wants to Fly (2008; Bafici ‘09).","Born in Surabaya, Indonesia, in 1980, he studied Graphic Design at the local Kristen Petra University and Filmmaking at the Yakarta Art Institute. He directed, among others, the shorts Hulahoop Soundings and Trip to the Wound (both in 2008), the documentary Songs from Our Sunny Homeland (2006) and the feature film Blind Pig Who Wants to Fly (2008; Bafici ‘09).",1,"edwin_1.jpg","2012-03-13 15:35:47","2012-03-13 15:35:47"
559,"Daniel  Garcia","Nacido en el sur de Texas, EEUU, se graduó en cine en la Escuela de Arte Tisch de la Universidad de Nueva York. Con Ok, Enough, Goodbye, su primer largometraje, Attieh y él ganaron el premio a mejores directores nuevos del mundo árabe en Abu Dhabi.
","Born in South Texas, USA, he majored in Filmmaking at the Tisch School of the University of New York. With Ok, Enough, Goodbye, their first feature, Attieh and him won the award for best new directors of the Arab world in Abu Dhabi.",1,"daniel_garcia_1.jpg","2012-03-13 15:35:48","2012-03-13 15:35:48"
560,"Cory  McAbee","Nacido en el norte de California, EEUU, trabajó como jefe de seguridad en bares y clubes nocturnos antes de empezar a actuar en teatro. Es el cantante y compositor de la banda The Billy Nayer Show. Dirigió los cortos que componen The Billy Nayer Chronicles (1995), el largometraje The American Astronaut (2001) y el film en episodios Stingray Sam (2009).
","Born in Northern California, USA, he worked as a head of security in bars and night clubs before becoming a stage actor. He’s the singer and composer in the band The Billy Nayer Show. He directed the shorts that compose The Billy Nayer Chronicles (1995), the film The American Astronaut (2001) and the episode-film Stingray Sam (2009).",1,"cory_mcabee_1.jpg","2012-03-13 15:37:06","2012-03-13 15:37:06"
561,"Betzy  Bromberg","Directora del Programa de Cine y Video del Instituto de las Artes de California (CalArts), dirigió los cortos Petit Mal (1978), Ciao Bella (1979), Soothing the Bruise (1980) y Marasmus (1981, con Laura Ewig), los mediometrajes Body Politic (1988) y Divinity Gratis (1996), y el largometraje a Darkness Swallowed (2005), todos incluidos en la retrospectiva que le dedicó el Bafici en 2007.
","Director of the Film and Video Program at the California Arts Institute (CalArts), she directed the short films Petit Mal (1978), Ciao Bella (1979), Soothing the Bruise (1980) and Marasmus (1981, together with Laura Ewig), the medium-length films Body Politic (1988) and Divinity Gratis (1996), and the feature film a Darkness Swallowed (2005), all included in the retrospective of her work held at Bafici in 2007.",1,"betzy_bromberg_1.jpg","2012-03-13 15:38:10","2012-03-13 15:38:10"
562,"Sylvain  George","Nació en Vaulx-en-Velin, Francia, en 1968. Estudió filosofía y se desempeñó como trabajador social antes de dedicarse al cine. Dirigió los cortos No Border (2007) y N’entre pas sans violence dans la nuit (2008), y los largometrajes L’Impossible - pages arrachées (2009) y Qu’ils reposent en révolte (Des figures de guerre I) (2010; ganadora del Bafici ‘11). 
","He was born in Vaulx-en-Velin, France, in 1968. He studied Philosophy and worked as a social worker before making his career in cinema. He directed the shorts No Border (2007) and N’entre pas sans violence dans la nuit (2008), and the films L’Impossible - pages arrachées (2009) and Qu’ils reposent en révolte (Des figures de guerre I) (2010; winner of Bafici ‘11).",1,"sylvain_george_1.jpg","2012-03-13 15:39:11","2012-03-13 15:39:11"
